team,season,sos_sp,n_rated_opponents
Troy,2022,-0.7667,12
Tulane,2022,1.275,12
Tulsa,2022,-0.8182,11
UAB,2022,-4.3364,11
UAlbany,2022,11.7,1
UC Davis,2022,-3.0,1
UCF,2022,0.2917,12
UCLA,2022,2.5,11
UConn,2022,-5.2091,11
UL Monroe,2022,3.8273,11
UNLV,2022,-7.5455,11
USC,2022,2.9,13
UT Martin,2022,15.45,2
UTEP,2022,-8.7,12
UTSA,2022,-4.3167,12
Utah,2022,5.55,12
Utah State,2022,-6.9909,11
Utah Tech,2022,-1.4,1
VMI,2022,8.2,1
Valparaiso,2022,-15.4,1
Vanderbilt,2022,10.5364,11
Villanova,2022,-1.5,1
Virginia,2022,2.3667,9
Virginia Tech,2022,-1.33,10
Wagner,2022,-3.3,2
Wake Forest,2022,3.5727,11
Washington,2022,0.7182,11
Washington State,2022,5.0545,11
Weber State,2022,-13.3,1
West Virginia,2022,11.1818,11
Western Carolina,2022,-11.8,1
Western Illinois,2022,16.0,1
Western Kentucky,2022,-7.0417,12
Western Michigan,2022,-8.0364,11
William & Mary,2022,-16.4,1
Wisconsin,2022,6.8455,11
Wofford,2022,-9.5,1
Wyoming,2022,-6.3727,11
Youngstown State,2022,13.0,1
Abilene Christian,2023,4.45,2
Air Force,2023,-7.0636,11
Akron,2023,-9.5364,11
Alabama,2023,10.8083,12
Alabama A&M,2023,-12.7,1
Alcorn State,2023,-14.4,1
App State,2023,-4.6417,12
Arizona,2023,1.6091,11
Arizona State,2023,8.4909,11
Arkansas,2023,5.4182,11
Arkansas State,2023,-2.8636,11
Arkansas-Pine Bluff,2023,-13.7,1
Army,2023,-2.41,10
Auburn,2023,7.2091,11
Austin Peay,2023,16.2,1
BYU,2023,6.0636,11
Ball State,2023,-4.1727,11
Baylor,2023,5.8273,11
Bethune-Cookman,2023,6.55,2
Boise State,2023,-1.7083,12
Boston College,2023,-0.5909,11
Bowling Green,2023,-4.4909,11
Bryant,2023,1.4,1
Bucknell,2023,11.8,1
Buffalo,2023,-5.8545,11
Cal Poly,2023,-3.4,1
California,2023,5.9455,11
Campbell,2023,7.4,1
Central Arkansas,2023,6.7,1
Central Connecticut,2023,-26.3,1
Central Michigan,2023,-6.0818,11
Charleston Southern,2023,10.5,1
Charlotte,2023,-3.8,11
Chattanooga,2023,23.1,1
Cincinnati,2023,2.3727,11
Clemson,2023,5.1091,11
Coastal Carolina,2023,-1.7545,11
Colgate,2023,-4.4,1
Colorado,2023,5.125,12
Colorado State,2023,-5.4091,11
Delaware,2023,23.5,1
Delaware State,2023,-0.6,2
Duke,2023,2.7182,11
Duquesne,2023,3.15,2
East Carolina,2023,-2.1818,11
East Tennessee State,2023,-1.6,1
East Texas A&M,2023,-10.1,1
Eastern Illinois,2023,-7.8,1
Eastern Kentucky,2023,1.85,2
Eastern Michigan,2023,-12.3182,11
Eastern Washington,2023,2.5,1
Elon,2023,-7.9,1
Florida,2023,8.9,11
Florida A&M,2023,-6.6,1
Florida Atlantic,2023,-5.8909,11
Florida International,2023,-6.2364,11
Florida State,2023,2.4417,12
Fordham,2023,-15.2,1
Fresno State,2023,-9.4818,11
Furman,2023,4.3,1
Gardner-Webb,2023,-4.5,2
Georgia,2023,5.35,12
Georgia Southern,2023,-4.9909,11
Georgia State,2023,-1.6,11
Georgia Tech,2023,4.3909,11
Grambling,2023,19.1,1
Hawai'i,2023,-4.8,12
Holy Cross,2023,-4.95,2
Houston,2023,3.1083,12
Houston Christian,2023,-2.0,1
Howard,2023,-6.8,2
Idaho,2023,-11.05,2
Idaho State,2023,-10.6,2
Illinois,2023,3.2167,12
Incarnate Word,2023,-16.2,1
Indiana,2023,6.7,11
Indiana State,2023,-11.15,2
Iowa,2023,2.4,13
Iowa State,2023,5.8818,11
Jackson State,2023,-1.6,1
Jacksonville State,2023,-7.1455,11
James Madison,2023,-4.6273,11
Kansas,2023,3.9545,11
Kansas State,2023,7.0636,11
Kennesaw State,2023,-13.8,1
Kent State,2023,-6.2455,11
Kentucky,2023,5.4727,11
LSU,2023,9.4,11
Lafayette,2023,9.4,1
Lamar,2023,-21.6,1
Liberty,2023,-10.1077,13
Long Island University,2023,-4.95,2
Louisiana,2023,-6.8545,11
Louisiana Tech,2023,-4.9455,11
Louisville,2023,4.2583,12
Maine,2023,-21.2,1
Marshall,2023,-0.7727,11
Maryland,2023,3.0545,11
Massachusetts,2023,-0.9909,11
McNeese,2023,6.8,1
Memphis,2023,-4.7545,11
Mercer,2023,18.4,1
Merrimack,2023,-17.5,1
Miami,2023,3.0636,11
Miami (OH),2023,-9.2167,12
Michigan,2023,2.2308,13
Michigan State,2023,8.2636,11
Middle Tennessee,2023,-2.5455,11
Minnesota,2023,4.1333,12
Mississippi State,2023,7.8091,11
Missouri,2023,8.1,11
Missouri State,2023,9.9,1
Monmouth,2023,-9.4,1
Morgan State,2023,-21.6,1
Murray State,2023,-0.75,2
NC State,2023,2.5,11
Navy,2023,-4.3273,11
Nebraska,2023,1.225,12
Nevada,2023,-4.0909,11
New Hampshire,2023,-19.1,1
New Mexico,2023,-4.5636,11
New Mexico State,2023,-8.0,13
Nicholls,2023,5.35,2
Norfolk State,2023,-21.0,1
North Alabama,2023,19.4,1
North Carolina,2023,2.1091,11
North Carolina A&T,2023,-14.7,1
North Carolina Central,2023,9.7,1
North Dakota,2023,5.9,1
North Texas,2023,-6.8636,11
Northern Arizona,2023,14.1,1
Northern Colorado,2023,4.9,1
Northern Illinois,2023,-11.5727,11
Northern Iowa,2023,7.5,1
Northwestern,2023,3.3909,11
Northwestern State,2023,-6.25,2
Notre Dame,2023,0.9091,11
Ohio,2023,-11.1636,11
Ohio State,2023,6.8818,11
Oklahoma,2023,3.8417,12
Oklahoma State,2023,4.8833,12
Old Dominion,2023,-1.3364,11
Ole Miss,2023,6.3091,11
Oregon,2023,2.475,12
Oregon State,2023,4.4727,11
Penn State,2023,4.4364,11
Pittsburgh,2023,4.7818,11
Portland State,2023,11.3,2
Prairie View A&M,2023,10.1,1
Purdue,2023,5.425,12
Rhode Island,2023,-6.8,1
Rice,2023,-4.1636,11
Richmond,2023,-6.8,1
Robert Morris,2023,5.9,1
Rutgers,2023,6.8636,11
SE Louisiana,2023,2.8,2
SMU,2023,-6.9333,12
Sacramento State,2023,-11.9,1
Sacred Heart,2023,-15.6,1
Saint Francis,2023,-15.9,1
Sam Houston,2023,-5.6727,11
Samford,2023,7.6,1
San Diego State,2023,-2.4182,11
San José State,2023,-1.1545,11
South Alabama,2023,-3.6818,11
South Carolina,2023,9.4273,11
South Carolina State,2023,-10.55,2
South Dakota,2023,19.3,1
South Florida,2023,-6.9091,11
Southeast Missouri State,2023,16.2,1
Southern Illinois,2023,-7.5,1
Southern Miss,2023,0.2,11
Southern Utah,2023,-7.3,2
Stanford,2023,8.3636,11
Stephen F. Austin,2023,9.8,1
Stony Brook,2023,-6.3,1
Syracuse,2023,-0.4455,11
TCU,2023,5.5727,11
Tarleton State,2023,6.1,1
Temple,2023,-4.0818,11
Tennessee,2023,7.0091,11
Tennessee State,2023,20.1,1
Tennessee Tech,2023,-16.5,1
Texas,2023,4.5538,13
Texas A&M,2023,5.8364,11
Texas Southern,2023,-3.25,2
Texas State,2023,-5.3,11
Texas Tech,2023,6.4818,11
The Citadel,2023,-5.2,1
Toledo,2023,-9.2083,12
Towson,2023,11.0,1
Troy,2023,-1.6167,12
Tulane,2023,-3.2833,12
Tulsa,2023,-4.0636,11
UAB,2023,-1.7545,11
UAlbany,2023,-12.7,2
UC Davis,2023,12.6,1
UCF,2023,1.6455,11
UCLA,2023,0.8909,11
UConn,2023,-3.1182,11
UL Monroe,2023,1.9636,11
UNLV,2023,-4.5083,12
USC,2023,3.45,12
UT Martin,2023,31.2,1
UTEP,2023,-3.6909,11
UTSA,2023,-6.3167,12
Utah,2023,6.4182,11
Utah State,2023,-4.0727,11
Utah Tech,2023,-8.9,1
VMI,2023,7.4,1
Vanderbilt,2023,8.3091,11
Villanova,2023,3.4,1
Virginia,2023,7.3636,11
Virginia Tech,2023,-2.0333,12
Wagner,2023,-5.1,2
Wake Forest,2023,3.4909,11
Washington,2023,4.9231,13
Washington State,2023,4.6636,11
Weber State,2023,8.5,1
West Virginia,2023,2.6455,11
Western Carolina,2023,3.5,1
Western Illinois,2023,-1.8,1
Western Kentucky,2023,-3.6909,11
Western Michigan,2023,-4.9818,11
William & Mary,2023,-10.8,1
Wisconsin,2023,0.1,12
Wofford,2023,-7.3,1
Wyoming,2023,-1.3636,11
Youngstown State,2023,25.2,1
Abilene Christian,2024,4.3,1
Air Force,2024,-5.4182,11
Akron,2024,-1.0455,11
Alabama,2024,10.5,11
Alabama A&M,2024,9.5,1
Alcorn State,2024,-3.2,2
App State,2024,-0.1636,11
Arizona,2024,4.6909,11
Arizona State,2024,3.2,13
Arkansas,2024,9.1636,11
Arkansas State,2024,-5.4091,11
Arkansas-Pine Bluff,2024,11.0,1
Army,2024,-4.85,12
Auburn,2024,7.6091,11
Austin Peay,2024,13.6,1
BYU,2024,3.4182,11
Ball State,2024,-2.7909,11
Baylor,2024,3.7273,11
Bethune-Cookman,2024,-6.25,2
Boise State,2024,-2.7917,12
Boston College,2024,5.0364,11
Bowling Green,2024,-5.9818,11
Bucknell,2024,3.5,1
Buffalo,2024,-9.4818,11
Cal Poly,2024,-8.2,1
California,2024,2.1545,11
Campbell,2024,0.2,1
Central Arkansas,2024,-9.9,1
Central Connecticut,2024,-18.85,2
Central Michigan,2024,-5.9455,11
Charleston Southern,2024,-3.2,1
Charlotte,2024,1.1545,11
Chattanooga,2024,2.05,2
Cincinnati,2024,5.4455,11
Clemson,2024,5.0667,12
Coastal Carolina,2024,-4.6636,11
Colgate,2024,-17.9,1
Colorado,2024,3.3182,11
Colorado State,2024,-6.5636,11
Delaware State,2024,-10.9,1
Duke,2024,1.8091,11
Duquesne,2024,-0.65,2
East Carolina,2024,-6.5818,11
East Tennessee State,2024,-8.1,1
East Texas A&M,2024,-15.4,1
Eastern Illinois,2024,0.7,2
Eastern Kentucky,2024,-3.15,2
Eastern Michigan,2024,-9.0545,11
Eastern Washington,2024,-15.2,1
Elon,2024,5.6,1
Florida,2024,13.9818,11
Florida A&M,2024,7.5,2
Florida Atlantic,2024,-6.1636,11
Florida International,2024,-10.8091,11
Florida State,2024,10.6727,11
Fordham,2024,-1.8,1
Fresno State,2024,-5.7182,11
Furman,2024,27.9,1
Gardner-Webb,2024,-3.9,2
Georgia,2024,11.7583,12
Georgia Southern,2024,-0.8455,11
Georgia State,2024,-0.7545,11
Georgia Tech,2024,8.3909,11
Grambling,2024,4.8,1
Hawai'i,2024,-4.71,10
Holy Cross,2024,5.5,1
Houston,2024,6.3333,12
Houston Christian,2024,9.85,2
Howard,2024,6.4,1
Idaho,2024,6.2,2
Idaho State,2024,-6.7,1
Illinois,2024,3.9636,11
Illinois State,2024,15.8,1
Indiana,2024,-1.0182,11
Indiana State,2024,-16.2,1
Iowa,2024,3.5364,11
Iowa State,2024,4.275,12
Jackson State,2024,-16.7,1
Jacksonville State,2024,-10.4231,13
James Madison,2024,-9.9909,11
Kansas,2024,8.1091,11
Kansas State,2024,3.8273,11
Kennesaw State,2024,-7.2,11
Kent State,2024,-1.0818,11
Kentucky,2024,12.1545,11
LSU,2024,12.6727,11
Lafayette,2024,-4.0,1
Lamar,2024,5.4,1
Lehigh,2024,9.2,1
Liberty,2024,-13.1273,11
Lindenwood,2024,4.9,1
Long Island University,2024,10.8,1
Louisiana,2024,-7.3,12
Louisiana Tech,2024,-10.8273,11
Louisville,2024,6.8636,11
Maine,2024,9.5,1
Marshall,2024,-3.3,12
Maryland,2024,8.9818,11
Massachusetts,2024,1.39,10
McNeese,2024,17.0,1
Memphis,2024,-6.1455,11
Mercer,2024,25.0,1
Merrimack,2024,-5.1,2
Miami,2024,2.1273,11
Miami (OH),2024,-7.0308,13
Michigan,2024,9.1583,12
Michigan State,2024,8.0091,11
Middle Tennessee,2024,-4.5818,11
Minnesota,2024,6.0455,11
Mississippi State,2024,12.6455,11
Missouri,2024,5.9091,11
Missouri State,2024,-19.8,1
Monmouth,2024,-12.1,1
Montana State,2024,-14.8,1
Morgan State,2024,2.3,1
Murray State,2024,9.75,2
NC State,2024,2.5727,11
Navy,2024,-2.2636,11
Nebraska,2024,5.9909,11
Nevada,2024,-0.4417,12
New Hampshire,2024,2.8,1
New Mexico,2024,-7.5,11
New Mexico State,2024,-7.4818,11
Nicholls,2024,2.15,2
Norfolk State,2024,-1.0,1
North Alabama,2024,9.6,1
North Carolina,2024,0.5545,11
North Carolina A&T,2024,-5.7,1
North Carolina Central,2024,5.0,1
North Dakota,2024,10.3,1
North Dakota State,2024,8.1,1
North Texas,2024,-3.1273,11
Northern Arizona,2024,-2.8,1
Northern Colorado,2024,-5.7,1
Northern Illinois,2024,-5.8909,11
Northern Iowa,2024,-2.7,2
Northwestern,2024,7.2909,11
Northwestern State,2024,-8.9,2
Notre Dame,2024,1.85,12
Ohio,2024,-7.4917,12
Ohio State,2024,4.05,12
Oklahoma,2024,12.0455,11
Oklahoma State,2024,6.4182,11
Old Dominion,2024,-0.3667,12
Ole Miss,2024,5.5455,11
Oregon,2024,4.9583,12
Oregon State,2024,-1.7273,11
Penn State,2024,3.1615,13
Pittsburgh,2024,2.1818,11
Portland State,2024,5.7,2
Prairie View A&M,2024,-4.6,1
Purdue,2024,11.3091,11
Rhode Island,2024,10.4,1
Rice,2024,-1.1182,11
Richmond,2024,-5.1,1
Robert Morris,2024,-10.4,1
Rutgers,2024,2.3455,11
SE Louisiana,2024,-9.95,2
SMU,2024,3.0833,12
Sacramento State,2024,-4.65,2
Saint Francis,2024,-23.15,2
Sam Houston,2024,-8.9667,12
Samford,2024,13.8,1
San Diego State,2024,-5.3818,11
San José State,2024,-6.3,11
South Alabama,2024,-4.0636,11
South Carolina,2024,9.9182,11
South Carolina State,2024,-1.7,1
South Dakota,2024,3.0,1
South Dakota State,2024,-2.6,1
South Florida,2024,-2.8636,11
Southeast Missouri State,2024,-19.0,1
Southern Illinois,2024,15.3,1
Southern Miss,2024,-0.6727,11
Southern Utah,2024,-7.5,2
Stanford,2024,8.3,11
Stephen F. Austin,2024,-4.5,1
Stony Brook,2024,3.1,1
Syracuse,2024,4.7636,11
TCU,2024,2.1545,11
Tarleton State,2024,8.4,1
Temple,2024,-2.0417,12
Tennessee,2024,3.4636,11
Tennessee Tech,2024,-0.05,2
Texas,2024,7.4308,13
Texas A&M,2024,9.4727,11
Texas Southern,2024,-11.4,1
Texas State,2024,-6.4,11
Texas Tech,2024,3.6727,11
The Citadel,2024,13.3,1
Toledo,2024,-7.3545,11
Towson,2024,-0.1,1
Troy,2024,-3.4182,11
Tulane,2024,-1.2,12
Tulsa,2024,-5.8909,11
UAB,2024,-2.3455,11
UAlbany,2024,2.1,1
UC Davis,2024,4.0,1
UCF,2024,6.1545,11
UCLA,2024,10.4167,12
UConn,2024,-8.9091,11
UL Monroe,2024,0.3455,11
UNLV,2024,-3.7917,12
USC,2024,7.3167,12
UT Martin,2024,-5.5,2
UTEP,2024,-7.2091,11
UTSA,2024,-4.3,11
Utah,2024,3.7364,11
Utah State,2024,-3.6727,11
Utah Tech,2024,9.3,1
VMI,2024,1.9,1
Vanderbilt,2024,9.5636,11
Villanova,2024,-3.9,1
Virginia,2024,6.6273,11
Virginia Tech,2024,3.6833,12
Wagner,2024,-17.3,2
Wake Forest,2024,6.7545,11
Washington,2024,8.5364,11
Washington State,2024,-5.7818,11
Weber State,2024,3.1,1
West Virginia,2024,6.2545,11
Western Carolina,2024,3.9,1
Western Illinois,2024,8.3,2
Western Kentucky,2024,-7.3167,12
Western Michigan,2024,-6.5273,11
William & Mary,2024,-6.9,1
Wisconsin,2024,8.2727,11
Wofford,2024,16.9,1
Wyoming,2024,-2.9,11
Youngstown State,2024,4.9,1
Abilene Christian,2025,-0.85,2
Air Force,2025,-2.0182,11
Akron,2025,-11.4636,11
Alabama,2025,10.4333,12
Alabama A&M,2025,5.1,1
Alabama State,2025,-15.8,1
Alcorn State,2025,4.1,1
App State,2025,-8.2455,11
Arizona,2025,2.9455,11
Arizona State,2025,7.2818,11
Arkansas,2025,12.6818,11
Arkansas State,2025,-5.9273,11
Arkansas-Pine Bluff,2025,27.6,1
Army,2025,-1.4364,11
Auburn,2025,7.7455,11
Austin Peay,2025,4.05,2
BYU,2025,7.6667,12
Ball State,2025,-5.1636,11
Baylor,2025,6.7273,11
Bethune-Cookman,2025,5.1,2
Boise State,2025,0.6083,12
Boston College,2025,4.6364,11
Bowling Green,2025,-8.2636,11
Bryant,2025,-26.05,2
Bucknell,2025,-3.2,1
Buffalo,2025,-10.1364,11
Cal Poly,2025,22.2,1
California,2025,-0.1091,11
Campbell,2025,6.4,2
Central Arkansas,2025,14.4,1
Central Connecticut,2025,5.1,1
Central Michigan,2025,-8.5,11
Charleston Southern,2025,2.6,2
Charlotte,2025,2.7636,11
Chattanooga,2025,7.6,1
Cincinnati,2025,4.6455,11
Clemson,2025,2.9182,11
Coastal Carolina,2025,-3.7182,11
Colgate,2025,-13.1,1
Colorado,2025,5.575,12
Colorado State,2025,2.7182,11
Delaware,2025,-7.7,11
Delaware State,2025,-10.9,1
Duke,2025,4.4083,12
Duquesne,2025,-2.75,2
East Carolina,2025,-2.4091,11
East Tennessee State,2025,15.0,1
East Texas A&M,2025,10.3,2
Eastern Illinois,2025,14.8,1
Eastern Kentucky,2025,3.95,2
Eastern Michigan,2025,-7.5818,11
Eastern Washington,2025,3.1,1
Elon,2025,6.6,1
Florida,2025,14.1545,11
Florida A&M,2025,-8.7,1
Florida Atlantic,2025,-0.5182,11
Florida International,2025,-6.4,11
Florida State,2025,3.3909,11
Fordham,2025,-8.5,1
Fresno State,2025,-6.1273,11
Furman,2025,9.5,1
Gardner-Webb,2025,2.65,2
Georgia,2025,6.9917,12
Georgia Southern,2025,-3.7455,11
Georgia State,2025,1.1091,11
Georgia Tech,2025,1.2727,11
Grambling,2025,30.1,1
Hawai'i,2025,-5.6636,11
Holy Cross,2025,-16.7,1
Houston,2025,-0.8091,11
Houston Christian,2025,6.2,1
Howard,2025,-5.1,1
Idaho,2025,-5.25,2
Idaho State,2025,2.6,2
Illinois,2025,9.0818,11
Illinois State,2025,18.3,1
Incarnate Word,2025,3.7,1
Indiana,2025,7.1,12
Indiana State,2025,32.4,1
Iowa,2025,6.1364,11
Iowa State,2025,3.9273,11
Jackson State,2025,-7.1,1
Jacksonville State,2025,-9.8833,12
James Madison,2025,-5.3667,12
Kansas,2025,6.9364,11
Kansas State,2025,5.6091,11
Kennesaw State,2025,-5.3833,12
Kent State,2025,-5.4545,11
Kentucky,2025,11.3,11
LSU,2025,11.1273,11
Lafayette,2025,-14.25,2
Lamar,2025,13.8,1
Liberty,2025,-6.6273,11
Lindenwood,2025,-7.4,2
Long Island University,2025,-5.6,2
Louisiana,2025,-5.4545,11
Louisiana Tech,2025,-8.0182,11
Louisville,2025,3.8909,11
Maine,2025,-9.2,2
Marshall,2025,-4.7818,11
Maryland,2025,3.7636,11
Massachusetts,2025,-5.0182,11
McNeese,2025,-6.6,2
Memphis,2025,-3.7636,11
Mercer,2025,11.6,1
Merrimack,2025,-12.35,2
Miami,2025,4.6091,11
Miami (OH),2025,-6.3083,12
Michigan,2025,6.2083,12
Michigan State,2025,8.1091,11
Middle Tennessee,2025,-9.8364,11
Minnesota,2025,5.8273,11
Mississippi State,2025,9.3727,11
Missouri,2025,5.2909,11
Missouri State,2025,-4.3455,11
Monmouth,2025,-26.7,1
Montana State,2025,25.9,1
Morgan State,2025,-3.35,2
Murray State,2025,-15.6,2
NC State,2025,7.7,11
Navy,2025,0.0545,11
Nebraska,2025,4.8636,11
Nevada,2025,-0.7455,11
New Hampshire,2025,-23.0,1
New Mexico,2025,-4.3,11
New Mexico State,2025,-7.2909,11
Nicholls,2025,-1.25,2
Norfolk State,2025,1.0,1
North Alabama,2025,1.6,1
North Carolina,2025,-0.9091,11
North Carolina A&T,2025,-1.2,1
North Carolina Central,2025,5.9,1
North Dakota,2025,7.0,1
North Texas,2025,-3.675,12
Northern Arizona,2025,3.9,1
Northern Colorado,2025,-15.6,1
Northern Illinois,2025,-7.7273,11
Northern Iowa,2025,-11.3,1
Northwestern,2025,5.8,11
Northwestern State,2025,3.0,2
Notre Dame,2025,3.8667,12
Ohio,2025,-8.3273,11
Ohio State,2025,7.475,12
Oklahoma,2025,9.1091,11
Oklahoma State,2025,8.0545,11
Old Dominion,2025,-5.9727,11
Ole Miss,2025,5.3364,11
Oregon,2025,7.1273,11
Oregon State,2025,2.1455,11
Penn State,2025,7.7364,11
Pittsburgh,2025,2.7091,11
Portland State,2025,8.8,2
Prairie View A&M,2025,-14.8,1
Purdue,2025,12.0727,11
Rhode Island,2025,-1.4,1
Rice,2025,-0.5364,11
Richmond,2025,-6.6,1
Robert Morris,2025,-6.8,1
Rutgers,2025,10.3364,11
SE Louisiana,2025,4.5,2
SMU,2025,0.9727,11
Sacramento State,2025,-13.4,1
Saint Francis,2025,-14.55,2
Sam Houston,2025,-5.875,12
Samford,2025,11.05,2
San Diego State,2025,-5.7455,11
San José State,2025,-2.2091,11
South Alabama,2025,-5.2727,11
South Carolina,2025,9.9,11
South Carolina State,2025,8.75,2
South Dakota,2025,9.9,1
South Florida,2025,-0.6727,11
Southeast Missouri State,2025,-8.8,1
Southern,2025,1.8,1
Southern Illinois,2025,-6.1,1
Southern Miss,2025,-7.3091,11
Stanford,2025,5.85,12
Stephen F. Austin,2025,7.4,1
Stony Brook,2025,6.7,1
Syracuse,2025,8.8455,11
TCU,2025,3.7909,11
Tarleton State,2025,0.8,1
Temple,2025,-0.6273,11
Tennessee,2025,4.3273,11
Tennessee Tech,2025,1.8,1
Texas,2025,5.7,12
Texas A&M,2025,8.7364,11
Texas Southern,2025,-3.2,1
Texas State,2025,-5.8545,11
Texas Tech,2025,1.5083,12
The Citadel,2025,24.0,1
Toledo,2025,-8.3545,11
Towson,2025,0.6,1
Troy,2025,-4.5583,12
Tulane,2025,0.5462,13
Tulsa,2025,-4.2909,11
UAB,2025,1.1545,11
UAlbany,2025,19.7,1
UC Davis,2025,18.4,1
UCF,2025,2.9727,11
UCLA,2025,12.7083,12
UConn,2025,-9.9455,11
UL Monroe,2025,-4.3,11
UNLV,2025,-6.475,12
USC,2025,5.75,12
UT Martin,2025,-14.4333,3
UTEP,2025,-8.7091,11
UTSA,2025,0.1182,11
Utah,2025,2.6636,11
Utah State,2025,0.4,11
VMI,2025,6.2,1
Vanderbilt,2025,4.7545,11
Villanova,2025,18.1,1
Virginia,2025,0.025,12
Virginia Tech,2025,9.1,11
Wagner,2025,-2.35,2
Wake Forest,2025,0.3182,11
Washington,2025,4.7182,11
Washington State,2025,3.9636,11
Weber State,2025,12.15,2
West Virginia,2025,7.6636,11
Western Carolina,2025,5.7,1
Western Illinois,2025,9.35,2
Western Kentucky,2025,-8.7727,11
Western Michigan,2025,-6.775,12
William & Mary,2025,11.1,1
Wisconsin,2025,12.4417,12
Wofford,2025,-10.1,1
Wyoming,2025,-2.9091,11
Youngstown State,2025,-3.4,1
