team,season,sos_sp,n_rated_opponents
Arkansas State,2010,-9.9667,12
Arkansas-Pine Bluff,2010,-11.2,1
Army,2010,-6.4545,11
Auburn,2010,10.825,12
Austin Peay,2010,5.3,2
BYU,2010,-1.1583,12
Ball State,2010,-9.86,10
Baylor,2010,4.7727,11
Boise State,2010,-4.2,12
Boston College,2010,5.6909,11
Bowling Green,2010,-7.35,12
Buffalo,2010,-9.2091,11
Cal Poly,2010,3.7,1
California,2010,10.3727,11
Central Arkansas,2010,0.4,1
Central Michigan,2010,-6.0636,11
Charleston Southern,2010,9.4,2
Chattanooga,2010,26.5,1
Cincinnati,2010,5.3273,11
Clemson,2010,9.0273,11
Coastal Carolina,2010,16.2,1
Colgate,2010,5.3,1
Colorado,2010,7.3083,12
Colorado State,2010,-1.5,12
Duke,2010,6.3182,11
East Carolina,2010,-1.9583,12
Eastern Illinois,2010,17.0,1
Eastern Kentucky,2010,10.9,1
Eastern Michigan,2010,-5.8083,12
Eastern Washington,2010,10.8,1
Elon,2010,-9.6,1
Florida,2010,10.9727,11
Florida A&M,2010,21.6,1
Florida Atlantic,2010,-10.4583,12
Florida International,2010,-10.4833,12
Florida State,2010,9.625,12
Fresno State,2010,-1.9182,11
Furman,2010,20.3,1
Gardner-Webb,2010,-28.2,1
Georgia,2010,6.8182,11
Georgia Southern,2010,-4.2,1
Georgia State,2010,30.1,1
Georgia Tech,2010,3.5273,11
Grambling,2010,-7.4,1
Hampton,2010,-14.7,1
Hawai'i,2010,-5.7833,12
Houston,2010,-4.0091,11
Idaho,2010,-3.825,12
Idaho State,2010,1.5,2
Illinois,2010,5.9455,11
Illinois State,2010,-1.1,1
Indiana,2010,1.2455,11
Indiana State,2010,2.5,1
Iowa,2010,5.2636,11
Iowa State,2010,9.6455,11
Jacksonville State,2010,2.8,1
James Madison,2010,21.2,1
Kansas,2010,5.6818,11
Kansas State,2010,4.3636,11
Kent State,2010,-8.7909,11
Kentucky,2010,4.4727,11
LSU,2010,9.8727,11
Liberty,2010,-15.6,1
Louisiana,2010,-7.575,12
Louisiana Tech,2010,-0.7909,11
Louisville,2010,-0.9,11
Maine,2010,5.3,1
Marshall,2010,-4.0583,12
Maryland,2010,3.9727,11
Massachusetts,2010,7.7,1
McNeese,2010,19.85,2
Memphis,2010,-1.4333,12
Miami,2010,9.4091,11
Miami (OH),2010,-8.8769,13
Michigan,2010,6.9727,11
Michigan State,2010,3.1091,11
Middle Tennessee,2010,-16.6727,11
Minnesota,2010,9.2545,11
Mississippi State,2010,9.9727,11
Missouri,2010,5.3,11
Missouri State,2010,8.6,1
Montana State,2010,-7.4,1
Morgan State,2010,11.9,1
Murray State,2010,-7.6,1
NC State,2010,6.4364,11
Navy,2010,-4.5909,11
Nebraska,2010,3.4,12
Nevada,2010,-5.8,12
New Hampshire,2010,11.3,1
New Mexico,2010,-0.4417,12
New Mexico State,2010,-3.8333,12
Nicholls,2010,2.2,2
Norfolk State,2010,-11.7,1
North Carolina,2010,6.9545,11
North Dakota,2010,-2.15,2
North Dakota State,2010,-17.0,1
North Texas,2010,-13.3583,12
Northern Arizona,2010,14.6,1
Northern Colorado,2010,13.8,1
Northern Illinois,2010,-12.0083,12
Northern Iowa,2010,-5.7,1
Northwestern,2010,0.5091,11
Northwestern State,2010,3.9,1
Notre Dame,2010,5.5,12
Ohio,2010,-13.2,11
Ohio State,2010,1.0417,12
Oklahoma,2010,7.6692,13
Oklahoma State,2010,2.5583,12
Ole Miss,2010,6.6182,11
Oregon,2010,6.3545,11
Oregon State,2010,14.425,12
Penn State,2010,7.0545,11
Pittsburgh,2010,5.2727,11
Portland State,2010,21.4,2
Prairie View A&M,2010,5.6,1
Presbyterian,2010,-1.0,2
Purdue,2010,5.6182,11
Rhode Island,2010,-27.0,1
Rice,2010,-4.2667,12
Richmond,2010,-2.1,1
Rutgers,2010,0.2455,11
SE Louisiana,2010,-22.6,2
SMU,2010,-4.3231,13
Sacramento State,2010,28.1,1
Sam Houston,2010,4.6,1
Samford,2010,19.7,1
San Diego State,2010,-5.7545,11
San José State,2010,4.6545,11
South Carolina,2010,13.45,12
South Carolina State,2010,2.9,1
South Dakota,2010,-2.65,2
South Dakota State,2010,18.8,1
South Florida,2010,1.4636,11
Southeast Missouri State,2010,-15.6,1
Southern Illinois,2010,8.6,1
Southern Miss,2010,-7.1364,11
Southern Utah,2010,-15.05,2
Stanford,2010,8.3182,11
Stephen F. Austin,2010,13.8,1
Stony Brook,2010,0.4,1
Syracuse,2010,0.81,10
TCU,2010,-4.0273,11
Temple,2010,-10.7545,11
Tennessee,2010,9.0273,11
Tennessee Tech,2010,26.15,2
Texas,2010,4.0333,12
Texas A&M,2010,9.1364,11
Texas Southern,2010,-3.6,1
Texas State,2010,-4.7,1
Texas Tech,2010,5.2182,11
The Citadel,2010,14.8,1
Toledo,2010,-6.0333,12
Towson,2010,-5.3,1
Troy,2010,-12.1667,12
Tulane,2010,-5.6545,11
Tulsa,2010,-5.6909,11
UAB,2010,-6.1333,12
UC Davis,2010,-3.55,2
UCF,2010,-8.6,12
UCLA,2010,10.4833,12
UConn,2010,0.0364,11
UL Monroe,2010,-5.9364,11
UNLV,2010,3.8385,13
USC,2010,8.9846,13
UT Martin,2010,7.7,1
UTEP,2010,-11.0091,11
Utah,2010,-2.6917,12
Utah State,2010,2.1455,11
VMI,2010,-8.35,2
Vanderbilt,2010,6.2083,12
Villanova,2010,-5.2,1
Virginia,2010,6.85,10
Virginia Tech,2010,4.2417,12
Wake Forest,2010,7.8636,11
Washington,2010,11.6167,12
Washington State,2010,13.2091,11
Weber State,2010,7.25,2
West Virginia,2010,0.8455,11
Western Carolina,2010,9.3,1
Western Illinois,2010,-6.5,1
Western Kentucky,2010,-9.6583,12
Western Michigan,2010,-8.9364,11
William & Mary,2010,7.7,1
Wisconsin,2010,1.7,11
Wofford,2010,-6.6,1
Wyoming,2010,1.7636,11
Youngstown State,2010,6.6,1
Air Force,2011,-5.47,10
Akron,2011,-4.2455,11
Alabama,2011,6.6818,11
Alabama State,2011,-15.3,1
App State,2011,15.4,1
Arizona,2011,9.2,11
Arizona State,2011,7.0636,11
Arkansas,2011,7.4182,11
Arkansas State,2011,-13.2455,11
Army,2011,-3.2818,11
Auburn,2011,10.6091,11
Austin Peay,2011,-6.55,2
BYU,2011,-2.3818,11
Ball State,2011,-3.175,12
Baylor,2011,10.5909,11
Bethune-Cookman,2011,16.4,1
Boise State,2011,-3.3417,12
Boston College,2011,5.4,11
Bowling Green,2011,-3.8636,11
Buffalo,2011,-4.1909,11
Cal Poly,2011,0.35,2
California,2011,6.7182,11
Central Arkansas,2011,-0.7,2
Central Michigan,2011,-4.1182,11
Charleston Southern,2011,13.95,2
Chattanooga,2011,14.5,1
Cincinnati,2011,0.6909,11
Clemson,2011,4.7583,12
Coastal Carolina,2011,22.9,1
Colorado,2011,7.8615,13
Colorado State,2011,-5.0364,11
Delaware,2011,-9.4,1
Duke,2011,4.6727,11
East Carolina,2011,-1.3833,12
Eastern Illinois,2011,0.6,1
Eastern Kentucky,2011,7.6,1
Eastern Michigan,2011,-5.19,10
Eastern Washington,2011,3.9,1
Elon,2011,8.1,1
Florida,2011,8.8909,11
Florida A&M,2011,9.7,1
Florida Atlantic,2011,-7.4917,12
Florida International,2011,-13.9083,12
Florida State,2011,2.4182,11
Fordham,2011,-10.95,2
Fresno State,2011,-1.425,12
Furman,2011,14.7,1
Gardner-Webb,2011,-1.3,2
Georgia,2011,7.6583,12
Georgia Southern,2011,32.5,1
Georgia State,2011,14.2,1
Georgia Tech,2011,0.9636,11
Grambling,2011,-15.7,1
Hawai'i,2011,-8.625,12
Houston,2011,-5.4917,12
Howard,2011,-15.3,1
Idaho,2011,-0.6182,11
Idaho State,2011,2.6,2
Illinois,2011,5.4636,11
Indiana,2011,6.0273,11
Indiana State,2011,-2.3,2
Iowa,2011,3.5182,11
Iowa State,2011,12.3545,11
Jacksonville State,2011,-5.0,1
James Madison,2011,6.4,1
Kansas,2011,13.2727,11
Kansas State,2011,11.1,11
Kent State,2011,-2.9636,11
Kentucky,2011,6.6909,11
LSU,2011,10.7333,12
Liberty,2011,-1.1,1
Louisiana,2011,-10.8091,11
Louisiana Tech,2011,-3.5273,11
Louisville,2011,2.4273,11
Maine,2011,5.6,1
Marshall,2011,1.1833,12
Maryland,2011,7.7545,11
Massachusetts,2011,-4.5,1
McNeese,2011,-15.0,1
Memphis,2011,-6.0364,11
Miami,2011,5.2818,11
Miami (OH),2011,-3.875,12
Michigan,2011,5.625,12
Michigan State,2011,5.0167,12
Middle Tennessee,2011,-10.9583,12
Minnesota,2011,9.5273,11
Mississippi State,2011,7.1455,11
Missouri,2011,10.3,11
Missouri State,2011,24.4,2
Montana,2011,6.9,1
Montana State,2011,6.4,1
Morgan State,2011,-2.0,1
Murray State,2011,7.2,1
NC State,2011,2.37,10
Navy,2011,-2.0,11
Nebraska,2011,7.6636,11
Nevada,2011,-4.85,12
New Hampshire,2011,6.2,1
New Mexico,2011,-0.6455,11
New Mexico State,2011,-3.6923,13
Nicholls,2011,-5.05,2
Norfolk State,2011,16.8,1
North Carolina,2011,3.2273,11
North Carolina Central,2011,0.8,1
North Dakota,2011,-14.75,2
North Dakota State,2011,-3.8,1
North Texas,2011,-7.9083,12
Northern Arizona,2011,-2.4,1
Northern Colorado,2011,-12.6,1
Northern Illinois,2011,-6.8917,12
Northern Iowa,2011,-0.4,1
Northwestern,2011,2.5182,11
Northwestern State,2011,16.1,2
Notre Dame,2011,6.4333,12
Ohio,2011,-9.825,12
Ohio State,2011,5.8333,12
Oklahoma,2011,8.775,12
Oklahoma State,2011,7.05,12
Ole Miss,2011,11.9818,11
Oregon,2011,7.3,12
Oregon State,2011,10.1818,11
Penn State,2011,7.4545,11
Pittsburgh,2011,5.4818,11
Portland State,2011,15.7,1
Presbyterian,2011,12.2,1
Purdue,2011,4.5727,11
Rhode Island,2011,-2.9,1
Rice,2011,0.2083,12
Richmond,2011,-13.3,1
Rutgers,2011,2.2909,11
SE Louisiana,2011,-4.85,2
SMU,2011,-0.0818,11
Sacramento State,2011,-5.2,1
Sam Houston,2011,-27.9,1
Samford,2011,9.0,1
San Diego State,2011,-4.4909,11
San José State,2011,-3.4417,12
South Alabama,2011,-5.75,2
South Carolina,2011,7.4182,11
South Carolina State,2011,-17.9,2
South Dakota,2011,12.7,2
South Dakota State,2011,6.8,1
South Florida,2011,5.0182,11
Southeast Missouri State,2011,3.1,1
Southern Illinois,2011,-9.7,1
Southern Miss,2011,-4.7,12
Southern Utah,2011,-24.1,1
Stanford,2011,3.7833,12
Stephen F. Austin,2011,10.9,1
Stony Brook,2011,-11.8,2
Syracuse,2011,5.2182,11
TCU,2011,-5.0545,11
Temple,2011,-8.2,11
Tennessee,2011,10.3636,11
Tennessee State,2011,-0.7,1
Tennessee Tech,2011,12.8,1
Texas,2011,8.625,12
Texas A&M,2011,8.2833,12
Texas State,2011,-4.7,2
Texas Tech,2011,8.2364,11
The Citadel,2011,18.6,1
Toledo,2011,-1.3909,11
Towson,2011,-8.0,1
Troy,2011,-10.5,12
Tulane,2011,-7.2,12
Tulsa,2011,1.5667,12
UAB,2011,-4.275,12
UC Davis,2011,3.9,2
UCF,2011,-4.6636,11
UCLA,2011,7.9385,13
UConn,2011,3.4455,11
UL Monroe,2011,-7.1182,11
UNLV,2011,0.3364,11
USC,2011,6.8667,12
UT Martin,2011,8.0,1
UTEP,2011,-2.2,11
Utah,2011,4.4182,11
Utah State,2011,-6.5091,11
VMI,2011,-29.1,1
Vanderbilt,2011,7.0091,11
Villanova,2011,4.6,1
Virginia,2011,1.4091,11
Virginia Tech,2011,0.9667,12
Wake Forest,2011,4.3545,11
Washington,2011,7.7091,11
Washington State,2011,3.9545,11
Weber State,2011,-7.55,2
West Virginia,2011,4.1909,11
Western Carolina,2011,5.1,1
Western Illinois,2011,15.0,1
Western Kentucky,2011,-10.1545,11
Western Michigan,2011,-4.5455,11
William & Mary,2011,3.7,1
Wisconsin,2011,3.475,12
Wofford,2011,7.8,1
Wyoming,2011,-1.65,10
Youngstown State,2011,20.2,1
Air Force,2012,-6.4455,11
Akron,2012,-5.2,11
Alabama,2012,11.3417,12
Alabama A&M,2012,4.8,1
Alcorn State,2012,1.2,1
App State,2012,-5.5,1
Arizona,2012,11.3545,11
Arizona State,2012,6.3727,11
Arkansas,2012,10.3727,11
Arkansas State,2012,-3.8909,11
Army,2012,-5.0273,11
Auburn,2012,12.1909,11
Austin Peay,2012,4.0,2
BYU,2012,-0.7182,11
Ball State,2012,-6.0583,12
Baylor,2012,9.4545,11
Bethune-Cookman,2012,8.2,1
Boise State,2012,-5.975,12
Boston College,2012,5.9273,11
Bowling Green,2012,-10.1273,11
Buffalo,2012,-2.8273,11
Cal Poly,2012,-14.2,1
California,2012,12.6818,11
Central Arkansas,2012,14.2,1
Central Michigan,2012,-8.3909,11
Charleston Southern,2012,-9.8,1
Chattanooga,2012,-3.2,1
Cincinnati,2012,-0.1,10
Clemson,2012,3.9636,11
Coastal Carolina,2012,-4.0,1
Colorado,2012,10.2091,11
Colorado State,2012,-3.7818,11
Delaware State,2012,11.1,1
Duke,2012,6.4273,11
East Carolina,2012,-5.1727,11
East Texas A&M,2012,-20.1,1
Eastern Illinois,2012,-9.8,1
Eastern Kentucky,2012,-1.0,1
Eastern Michigan,2012,-3.5818,11
Eastern Washington,2012,-17.5,2
Elon,2012,14.1,1
Florida,2012,13.0636,11
Florida A&M,2012,28.5,1
Florida Atlantic,2012,-2.1727,11
Florida International,2012,-6.6417,12
Florida State,2012,4.1818,11
Fordham,2012,11.1,1
Fresno State,2012,-3.6364,11
Furman,2012,18.5,1
Gardner-Webb,2012,5.7,1
Georgia,2012,7.6417,12
Georgia Southern,2012,28.0,1
Georgia State,2012,-2.5,2
Georgia Tech,2012,8.1417,12
Grambling,2012,12.9,1
Hawai'i,2012,-1.4727,11
Houston,2012,-6.7917,12
Howard,2012,0.0,1
Idaho,2012,-1.3545,11
Idaho State,2012,5.15,2
Illinois,2012,7.3273,11
Illinois State,2012,-23.0,1
Indiana,2012,1.5091,11
Indiana State,2012,-4.6,1
Iowa,2012,6.6545,11
Iowa State,2012,12.1182,11
Jackson State,2012,8.1,1
Jacksonville State,2012,19.8,2
James Madison,2012,8.1,1
Kansas,2012,13.8182,11
Kansas State,2012,9.6091,11
Kent State,2012,-9.9,12
Kentucky,2012,11.5,11
LSU,2012,9.9273,11
Lamar,2012,-9.55,2
Liberty,2012,-11.9,1
Louisiana,2012,-5.4545,11
Louisiana Tech,2012,-7.2833,12
Louisville,2012,-1.7091,11
Maine,2012,-2.8,1
Marshall,2012,-4.5818,11
Maryland,2012,5.0545,11
Massachusetts,2012,-3.9833,12
McNeese,2012,-13.8,2
Memphis,2012,-7.4,11
Miami,2012,8.8636,11
Miami (OH),2012,-4.3818,11
Michigan,2012,5.3167,12
Michigan State,2012,6.6083,12
Middle Tennessee,2012,-7.7636,11
Minnesota,2012,3.9909,11
Mississippi State,2012,8.1364,11
Missouri,2012,16.5909,11
Missouri State,2012,16.6,2
Morgan State,2012,-17.9,2
Murray State,2012,30.8,1
NC State,2012,3.4273,11
Navy,2012,-4.1909,11
Nebraska,2012,8.6667,12
Nevada,2012,-5.0818,11
New Hampshire,2012,-0.9,1
New Mexico,2012,-4.7,12
New Mexico State,2012,-5.8636,11
Nicholls,2012,-2.1667,3
Norfolk State,2012,-8.0,1
North Carolina,2012,-1.8545,11
North Carolina Central,2012,-7.1,1
North Dakota,2012,2.4,1
North Dakota State,2012,-9.7,1
North Texas,2012,-2.6455,11
Northern Arizona,2012,-0.05,2
Northern Colorado,2012,3.8,1
Northern Illinois,2012,-13.0417,12
Northern Iowa,2012,7.5,2
Northwestern,2012,5.9545,11
Northwestern (OK),2012,-20.1,1
Northwestern State,2012,7.5,2
Notre Dame,2012,8.3,12
Ohio,2012,-12.4273,11
Ohio State,2012,4.225,12
Oklahoma,2012,9.9273,11
Oklahoma State,2012,10.8,11
Ole Miss,2012,11.9545,11
Oregon,2012,7.4455,11
Oregon State,2012,10.7545,11
Penn State,2012,1.9083,12
Pittsburgh,2012,2.75,10
Portland State,2012,6.1,1
Presbyterian,2012,8.0,2
Purdue,2012,4.8091,11
Rhode Island,2012,-4.0,1
Rice,2012,-8.075,12
Richmond,2012,-0.3,1
Rutgers,2012,-1.5,11
SE Louisiana,2012,-3.6,2
SMU,2012,-1.7091,11
Sacramento State,2012,-25.25,2
Sam Houston,2012,19.9,2
Samford,2012,-8.7,1
San Diego State,2012,-4.8273,11
San José State,2012,-6.8091,11
Savannah State,2012,27.4,2
South Alabama,2012,-7.7083,12
South Carolina,2012,10.3182,11
South Carolina State,2012,18.5,2
South Dakota,2012,7.2,1
South Dakota State,2012,-12.6,1
South Florida,2012,5.0182,11
Southeast Missouri State,2012,-11.6,1
Southern,2012,-13.4,1
Southern Illinois,2012,-16.2,1
Southern Miss,2012,-1.125,12
Southern Utah,2012,8.15,2
Stanford,2012,8.8385,13
Stephen F. Austin,2012,-10.25,2
Stony Brook,2012,-8.65,2
Syracuse,2012,3.9909,11
TCU,2012,10.3455,11
Temple,2012,1.24,10
Tennessee,2012,9.4818,11
Tennessee Tech,2012,27.2,1
Texas,2012,8.55,12
Texas A&M,2012,12.34,10
Texas Southern,2012,-14.4,1
Texas State,2012,-6.8364,11
Texas Tech,2012,8.3,11
The Citadel,2012,5.4,1
Toledo,2012,-6.3,11
Towson,2012,11.8,2
Troy,2012,-6.4583,12
Tulane,2012,-4.8917,12
Tulsa,2012,-2.5667,12
UAB,2012,-1.6636,11
UC Davis,2012,9.7,1
UCF,2012,-5.3538,13
UCLA,2012,6.7923,13
UConn,2012,-3.7167,12
UL Monroe,2012,-6.3833,12
UNLV,2012,-3.8917,12
USC,2012,7.1667,12
UT Martin,2012,1.2,2
UTEP,2012,-2.8833,12
UTSA,2012,-11.125,8
Utah,2012,8.1455,11
Utah State,2012,-7.6545,11
VMI,2012,-8.1,1
Vanderbilt,2012,5.6636,11
Villanova,2012,-11.6,1
Virginia,2012,4.2545,11
Virginia Tech,2012,7.2909,11
Wagner,2012,-17.9,1
Wake Forest,2012,5.1727,11
Washington,2012,9.3273,11
Washington State,2012,7.5,11
Weber State,2012,11.7,2
West Virginia,2012,10.6636,11
Western Carolina,2012,17.55,2
Western Illinois,2012,4.4,1
Western Kentucky,2012,-5.2364,11
Western Michigan,2012,-8.2727,11
William & Mary,2012,-7.8,1
Wisconsin,2012,7.1583,12
Wofford,2012,16.1,1
Wyoming,2012,-3.5909,11
Youngstown State,2012,5.7,1
Abilene Christian,2013,-35.1,1
Air Force,2013,-5.0091,11
Akron,2013,-4.6455,11
Alabama,2013,7.8909,11
Alabama A&M,2013,11.4,1
Alabama State,2013,-2.5,1
Alcorn State,2013,10.7,1
App State,2013,25.1,1
Arizona,2013,9.3727,11
Arizona State,2013,15.65,12
Arkansas,2013,10.4727,11
Arkansas State,2013,-9.7364,11
Arkansas-Pine Bluff,2013,-16.2,1
Army,2013,-5.8455,11
Auburn,2013,11.8917,12
Austin Peay,2013,0.4,3
BYU,2013,5.0818,11
Ball State,2013,-14.1727,11
Baylor,2013,4.5818,11
Bethune-Cookman,2013,-0.2,2
Boise State,2013,-4.2455,11
Boston College,2013,5.6273,11
Bowling Green,2013,-12.1583,12
Buffalo,2013,-9.2182,11
Cal Poly,2013,5.9,2
California,2013,16.3636,11
Central Arkansas,2013,-0.7,1
Central Michigan,2013,-10.7909,11
Charleston Southern,2013,-0.7,1
Chattanooga,2013,0.75,2
Cincinnati,2013,-7.7727,11
Clemson,2013,10.42,10
Coastal Carolina,2013,19.8,1
Colgate,2013,-16.9,1
Colorado,2013,14.18,10
Colorado State,2013,-6.8333,12
Delaware,2013,-0.3,1
Duke,2013,6.525,12
East Carolina,2013,-8.4455,11
Eastern Illinois,2013,0.75,2
Eastern Kentucky,2013,24.2,1
Eastern Michigan,2013,-5.4727,11
Eastern Washington,2013,8.3,2
Elon,2013,11.4,1
Florida,2013,14.9636,11
Florida A&M,2013,28.4,1
Florida Atlantic,2013,-8.1833,12
Florida International,2013,-4.2091,11
Florida State,2013,2.25,12
Fordham,2013,-10.7,1
Fresno State,2013,-9.9545,11
Furman,2013,28.7,1
Gardner-Webb,2013,8.3,1
Georgia,2013,13.5455,11
Georgia Southern,2013,9.0,1
Georgia State,2013,-7.0222,9
Georgia Tech,2013,11.43,10
Grambling,2013,-26.2,1
Hawai'i,2013,-2.2167,12
Houston,2013,-0.5909,11
Howard,2013,-35.7,1
Idaho,2013,-1.4364,11
Idaho State,2013,15.25,2
Illinois,2013,7.2909,11
Illinois State,2013,7.5,1
Indiana,2013,9.2818,11
Indiana State,2013,-7.15,2
Iowa,2013,5.5636,11
Iowa State,2013,9.8545,11
Jackson State,2013,-8.0,1
Jacksonville State,2013,-32.6,1
James Madison,2013,-15.3,1
Kansas,2013,8.8545,11
Kansas State,2013,3.2455,11
Kent State,2013,-3.5636,11
Kentucky,2013,11.1545,11
LSU,2013,10.5636,11
Lamar,2013,2.5,2
Liberty,2013,-13.8,1
Louisiana,2013,-13.0636,11
Louisiana Tech,2013,-14.6273,11
Louisville,2013,-7.1364,11
Maine,2013,-15.95,2
Marshall,2013,-12.2833,12
Maryland,2013,2.1364,11
Massachusetts,2013,-3.7545,11
McNeese,2013,-15.5,1
Memphis,2013,-2.5818,11
Miami,2013,6.5273,11
Miami (OH),2013,-6.4583,12
Michigan,2013,4.9917,12
Michigan State,2013,2.4167,12
Middle Tennessee,2013,-7.4909,11
Minnesota,2013,4.2091,11
Mississippi State,2013,14.2455,11
Missouri,2013,9.325,12
Missouri State,2013,17.3,1
Montana State,2013,-15.2,1
Morgan State,2013,-13.85,2
Murray State,2013,14.55,2
NC State,2013,6.2455,11
Navy,2013,-3.6818,11
Nebraska,2013,2.2,11
Nevada,2013,3.6727,11
New Hampshire,2013,-18.8,1
New Mexico,2013,-6.75,12
New Mexico State,2013,-5.8818,11
Nicholls,2013,-3.1,3
Norfolk State,2013,-8.1,1
North Carolina,2013,6.7727,11
North Carolina Central,2013,5.0,1
North Dakota State,2013,21.7,1
North Texas,2013,-10.9333,12
Northern Arizona,2013,14.6,1
Northern Colorado,2013,-15.3,1
Northern Illinois,2013,-13.1,12
Northern Iowa,2013,-3.8,1
Northwestern,2013,6.8,11
Northwestern State,2013,-6.5,2
Notre Dame,2013,7.325,12
Ohio,2013,-10.4,11
Ohio State,2013,3.5667,12
Oklahoma,2013,4.5583,12
Oklahoma State,2013,8.0273,11
Old Dominion,2013,1.16,5
Ole Miss,2013,9.8,11
Oregon,2013,9.0182,11
Oregon State,2013,9.3091,11
Penn State,2013,1.7083,12
Pittsburgh,2013,8.4727,11
Portland State,2013,-8.7,1
Prairie View A&M,2013,-13.7,1
Presbyterian,2013,-2.8,1
Purdue,2013,12.0909,11
Rice,2013,-8.9692,13
Richmond,2013,-0.5,1
Rutgers,2013,-2.8,11
SE Louisiana,2013,12.4,1
SMU,2013,1.9182,11
Sacramento State,2013,6.2,2
Sam Houston,2013,20.4,1
Samford,2013,-15.55,2
San Diego State,2013,-4.8,11
San José State,2013,-1.9455,11
Savannah State,2013,1.2,2
South Alabama,2013,-12.3455,11
South Carolina,2013,11.4727,11
South Carolina State,2013,24.5,1
South Dakota,2013,-9.7,1
South Dakota State,2013,11.6,1
South Florida,2013,3.5909,11
Southeast Missouri State,2013,12.4,1
Southern,2013,4.9,1
Southern Illinois,2013,-4.0,1
Southern Miss,2013,-5.6167,12
Southern Utah,2013,-1.0,2
Stanford,2013,10.2615,13
Stephen F. Austin,2013,14.0,1
Stony Brook,2013,-9.0,1
Syracuse,2013,9.4091,11
TCU,2013,9.7364,11
Temple,2013,-3.4091,11
Tennessee,2013,13.9,11
Tennessee Tech,2013,22.4,1
Texas,2013,6.9,12
Texas A&M,2013,8.5273,11
Texas State,2013,-16.0636,11
Texas Tech,2013,5.7364,11
The Citadel,2013,24.5,1
Toledo,2013,-4.7909,11
Towson,2013,-13.2,1
Troy,2013,-9.7455,11
Tulane,2013,-9.7273,11
Tulsa,2013,-1.3667,12
UAB,2013,-4.7636,11
UC Davis,2013,-16.8,1
UCF,2013,-5.1917,12
UCLA,2013,7.3,12
UConn,2013,0.4091,11
UL Monroe,2013,-6.6909,11
UNLV,2013,-5.5909,11
USC,2013,8.1923,13
UT Martin,2013,4.05,2
UTEP,2013,-10.6583,12
UTSA,2013,-4.9167,12
Utah,2013,14.4182,11
Utah State,2013,-0.7667,12
VMI,2013,-5.2,1
Vanderbilt,2013,4.4455,11
Villanova,2013,7.1,1
Virginia,2013,13.8909,11
Virginia Tech,2013,10.8182,11
Wagner,2013,0.0,1
Wake Forest,2013,5.3636,11
Washington,2013,10.9545,11
Washington State,2013,11.8273,11
Weber State,2013,8.0,2
West Virginia,2013,7.7364,11
Western Carolina,2013,9.4333,3
Western Illinois,2013,-3.8,2
Western Kentucky,2013,-13.4727,11
Western Michigan,2013,-4.8818,11
William & Mary,2013,-0.9,1
Wisconsin,2013,3.1273,11
Wofford,2013,20.4,1
Wyoming,2013,-5.6,11
Youngstown State,2013,19.7,1
Abilene Christian,2014,-19.35,2
Air Force,2014,-6.1,11
Akron,2014,-6.3455,11
Alabama,2014,12.6583,12
Alabama A&M,2014,-4.2,1
Alcorn State,2014,-15.9,1
App State,2014,-7.86,10
Arizona,2014,6.0538,13
Arizona State,2014,6.6091,11
Arkansas,2014,17.2818,11
Arkansas State,2014,-5.3818,11
Arkansas-Pine Bluff,2014,-7.4,1
Army,2014,-3.22,10
Auburn,2014,16.2909,11
Austin Peay,2014,5.6,1
BYU,2014,-0.6,11
Ball State,2014,-7.53,10
Baylor,2014,3.9182,11
Bethune-Cookman,2014,-5.25,2
Boise State,2014,-1.6154,13
Boston College,2014,7.7364,11
Bowling Green,2014,-4.0333,12
Buffalo,2014,-9.9444,9
Cal Poly,2014,-23.3,1
California,2014,9.5,11
Campbell,2014,-8.3,1
Central Arkansas,2014,4.9,1
Central Michigan,2014,-7.9818,11
Charleston Southern,2014,11.65,2
Chattanooga,2014,3.5,2
Cincinnati,2014,-2.0,12
Clemson,2014,7.4545,11
Colgate,2014,-6.6,1
Colorado,2014,5.7583,12
Colorado State,2014,-5.6818,11
Delaware,2014,14.1,1
Delaware State,2014,-4.7,1
Duke,2014,0.0364,11
Duquesne,2014,-7.7,1
East Carolina,2014,-4.0727,11
Eastern Illinois,2014,-2.45,2
Eastern Kentucky,2014,-0.7,2
Eastern Michigan,2014,-1.7727,11
Eastern Washington,2014,7.8,1
Elon,2014,7.0,1
Florida,2014,13.72,10
Florida A&M,2014,13.9,1
Florida Atlantic,2014,-1.9,12
Florida International,2014,-0.4,10
Florida State,2014,8.6667,12
Fordham,2014,-16.9,1
Fresno State,2014,-1.4333,12
Furman,2014,17.4,1
Gardner-Webb,2014,-7.8,1
Georgia,2014,10.7545,11
Georgia Southern,2014,-7.8818,11
Georgia State,2014,-3.2,11
Georgia Tech,2014,9.3083,12
Grambling,2014,5.4,1
Hampton,2014,-12.7,1
Hawai'i,2014,-3.575,12
Houston,2014,-5.5545,11
Howard,2014,-5.45,2
Idaho,2014,-7.5818,11
Idaho State,2014,7.4,2
Illinois,2014,6.8727,11
Indiana,2014,6.9636,11
Indiana State,2014,-2.4,2
Iowa,2014,3.9545,11
Iowa State,2014,10.2636,11
Jacksonville State,2014,24.1,1
James Madison,2014,5.7,1
Kansas,2014,9.7727,11
Kansas State,2014,8.3455,11
Kent State,2014,-5.0091,11
Kentucky,2014,11.6818,11
LSU,2014,13.2,11
Lamar,2014,20.2,1
Liberty,2014,-4.15,2
Louisiana,2014,-5.6091,11
