name,draft_year,position,college,conference_tier,combine_forty,combine_speed_score,games_college,production_score,draft_round,draft_grade,nfl_success,experience_years,pro_bowls,seasons_started,career_av,height_in,weight_lb,vertical,bench,broad_in,cone,shuttle,age
Micah Kiser,2018,ILB,Virginia,4,4.66,52.31,,,5,2,0,4,0,0,8.0,74.0,238.0,35.5,,121.0,7.05,4.24,23.0
Marcus Allen,2018,S,Penn State,2,,,,,5,2,0,5,0,0,6.0,74.0,202.0,37.0,15.0,127.0,,4.32,22.0
Michael Dickson,2018,P,Texas,2,,,,,5,2,1,8,1,3,20.0,74.0,208.0,,,,,,22.0
Genard Avery,2018,LB,Memphis,6,4.59,52.0,,,5,2,0,7,0,2,11.0,73.0,248.0,36.0,26.0,124.0,6.9,4.36,23.0
Davontae Harris,2018,CB,Illinois State,4,4.43,48.89,,,5,2,0,5,0,0,5.0,72.0,200.0,32.5,22.0,123.0,6.96,4.4,23.0
Dane Cruikshank,2018,CB,Arizona,4,4.41,53.33,,,5,2,0,7,0,0,4.0,73.0,206.0,38.5,25.0,121.0,6.89,4.24,23.0
Tyrell Crosby,2018,OT,Oregon,2,5.23,43.53,,,5,2,0,3,0,1,11.0,77.0,309.0,30.0,17.0,105.0,7.89,4.77,23.0
Siran Neal,2018,CB,Jacksonville State,10,4.56,20.0,,,5,2,0,8,0,0,7.0,72.0,199.0,40.5,17.0,122.0,7.0,4.28,24.0
Scott Quessenberry,2018,C,UCLA,5,5.09,68.0,,,5,2,0,5,0,2,13.0,76.0,310.0,33.5,25.0,111.0,7.5,4.69,23.0
Troy Fumagalli,2018,TE,Wisconsin,3,,,,53.36,5,2,0,3,0,0,1.0,77.0,247.0,,14.0,,,,23.0
Tyler Conklin,2018,TE,Central Michigan,8,4.8,33.33,,79.21,5,2,1,8,0,4,20.0,75.0,254.0,38.0,18.0,120.0,7.13,4.23,23.0
Andrew Brown,2018,DE,Virginia,4,5.03,10.77,,,5,2,0,5,0,0,2.0,76.0,296.0,28.0,31.0,101.0,7.51,4.48,22.0
Daurice Fountain,2018,WR,Northern Iowa,10,,,,,5,2,0,4,0,0,0.0,,,,,,,,22.0
Ogbonnia Okoronkwo,2018,DE,Oklahoma,2,4.77,50.77,,,5,2,0,8,0,0,12.0,73.0,253.0,38.0,27.0,121.0,,,23.0
Jermaine Carter Jr.,2018,LB,Maryland,4,,,,,5,2,0,5,0,2,15.0,,,,,,,,23.0
Jordan Lasley,2018,WR,UCLA,5,4.5,40.0,,100.0,5,2,0,0,0,0,0.0,73.0,203.0,34.5,8.0,112.0,,4.19,21.0
Tim Settle,2018,DT,Virginia Tech,3,5.37,0.0,,,5,2,0,8,0,1,20.0,75.0,329.0,23.5,,96.0,7.95,4.83,21.0
Natrell Jamerson,2018,S,Wisconsin,3,4.4,77.78,,,5,2,0,3,0,0,1.0,72.0,198.0,35.5,25.0,120.0,,,22.0
Jaylen Samuels,2018,TE,NC State,4,4.54,76.67,,100.0,5,2,0,4,0,0,7.0,71.0,225.0,34.5,18.0,121.0,6.93,4.28,22.0
Wyatt Teller,2018,OG,Virginia Tech,3,5.24,41.33,,,5,2,1,8,3,7,39.0,76.0,314.0,29.0,30.0,114.0,7.45,4.84,23.0
Daniel Carlson,2018,K,Auburn,2,,,,,5,2,1,8,0,3,23.0,77.0,213.0,,,,,,23.0
Jamarco Jones,2018,OT,Ohio State,1,5.5,11.76,,,5,2,0,7,0,0,7.0,76.0,299.0,24.0,,102.0,8.32,4.99,22.0
Jordan Wilkins,2018,RB,Ole Miss,3,,,,82.59,5,2,0,5,0,0,8.0,73.0,216.0,36.0,16.0,117.0,,4.27,24.0
Darius Phillips,2018,CB,Western Michigan,8,4.54,24.44,,,5,2,0,5,0,1,7.0,70.0,190.0,,,,,,23.0
Mike White,2018,QB,Western Kentucky,5,5.09,1.25,,92.16,5,2,0,7,0,0,5.0,77.0,224.0,27.0,,96.0,7.4,4.4,23.0
JK Scott,2018,P,Alabama,1,4.83,26.15,,,5,2,1,8,0,3,13.0,78.0,208.0,30.5,,114.0,7.28,4.41,22.0
Johnny Townsend,2018,P,Florida,2,,,,,5,2,0,4,0,0,2.0,73.0,210.0,,,,,,23.0
Marquez Valdes-Scantling,2018,WR,South Florida,6,4.37,66.0,,74.84,5,2,1,8,0,5,29.0,76.0,206.0,30.5,15.0,124.0,,,23.0
Damion Ratley,2018,WR,Texas A&M,2,,,,63.16,6,2,0,3,0,0,4.0,,,,,,,,23.0
John Kelly,2018,RB,Tennessee,2,,,,78.25,6,2,0,7,0,0,1.0,70.0,216.0,35.0,15.0,120.0,7.13,4.51,21.0
Duke Ejiofor,2018,DE,Wake Forest,4,,,,,6,2,0,1,0,0,1.0,76.0,264.0,,,,,,23.0
Christian Sam,2018,ILB,Arizona State,3,4.75,38.46,,,6,2,0,0,0,0,0.0,74.0,244.0,32.0,28.0,114.0,7.03,4.25,22.0
Parry Nickerson,2018,CB,Tulane,6,4.32,73.33,,,6,2,0,8,0,0,2.0,72.0,180.0,,15.0,,,,23.0
Folorunso Fatukasi,2018,DT,Connecticut,6,,,,,6,2,1,8,0,4,27.0,,,,,,,,23.0
Kylie Fitts,2018,DE,Utah,3,4.69,63.08,,,6,2,0,4,0,0,1.0,76.0,263.0,32.5,31.0,117.0,6.88,4.19,23.0
Christian Campbell,2018,CB,Penn State,2,,,,,6,2,0,0,0,0,0.0,,,,,,,,22.0
Sam Jones,2018,OG,Arizona State,3,5.32,30.67,,,6,2,0,1,0,0,0.0,77.0,305.0,27.0,28.0,101.0,7.92,4.86,22.0
Marcell Harris,2018,S,Florida,2,,,,,6,2,0,5,0,0,14.0,72.0,208.0,,16.0,,,,24.0
Deon Cain,2018,WR,Clemson,1,4.43,54.0,,48.79,6,2,0,3,0,0,1.0,74.0,202.0,33.5,11.0,115.0,6.71,4.37,22.0
Jacob Martin,2018,LB,Temple,6,,,,,6,2,0,8,0,2,17.0,,,,,,,,22.0
Ray-Ray McCloud,2018,WR,Clemson,1,4.53,34.0,,33.04,6,2,0,8,0,1,14.0,69.0,190.0,34.5,13.0,113.0,,,21.0
Simeon Thomas,2018,CB,Louisiana,8,,,,,6,2,0,2,0,0,1.0,,,,,,,,24.0
Kamrin Moore,2018,CB,Boston College,4,,,,,6,2,0,1,0,0,0.0,71.0,200.0,,,,,,21.0
DeShon Elliott,2018,S,Texas,2,4.58,37.78,,,6,2,1,8,0,4,25.0,74.0,205.0,36.0,15.0,121.0,,,21.0
Dylan Cantrell,2018,WR,Texas Tech,4,4.59,22.0,,74.19,6,2,0,0,0,0,0.0,75.0,226.0,38.5,18.0,130.0,6.56,4.03,24.0
Jamil Demby,2018,OT,Maine,10,5.58,2.35,,,6,2,0,2,0,0,1.0,76.0,319.0,23.5,17.0,98.0,7.86,4.95,22.0
Chris Covington,2018,LB,Indiana,4,4.78,14.0,,,6,2,0,2,0,0,0.0,74.0,245.0,,23.0,,,,22.0
Russell Gage,2018,WR,LSU,1,,,,47.6,6,2,0,8,0,0,20.0,,,,,,,,22.0
Sebastian Joseph-Day,2018,DT,Rutgers,4,,,,,6,2,1,8,0,5,38.0,,,,,,,,23.0
Tremon Smith,2018,WR,Central Arkansas,9,,,,,6,2,0,8,0,0,8.0,,,,,,,,22.0
Shaun Dion Hamilton,2018,LB,Alabama,1,,,,,6,2,0,3,0,0,8.0,72.0,228.0,,20.0,,,,22.0
Kahlil McKenzie,2018,DT,Tennessee,2,5.15,25.0,,,6,2,0,4,0,0,1.0,77.0,314.0,29.5,26.0,105.0,7.94,4.68,21.0
Luke Falk,2018,QB,Washington State,4,,,,95.07,6,2,0,2,0,0,1.0,76.0,215.0,26.5,,103.0,,,23.0
Foyesade Oluokun,2018,S,Yale,10,,,,,6,2,1,8,0,6,44.0,,,,,,,,23.0
Boston Scott,2018,RB,Louisiana Tech,5,,,,75.27,6,2,0,6,0,0,11.0,,,,,,,,23.0
Jack Cichy,2018,ILB,Wisconsin,3,,,,,6,2,0,3,0,0,0.0,74.0,238.0,,18.0,,,,23.0
Tanner Lee,2018,QB,Nebraska,3,4.98,15.0,,80.5,6,2,0,0,0,0,0.0,76.0,218.0,32.0,,115.0,7.0,4.41,23.0
Trenton Cannon,2018,RB,Virginia State,4,,,,,6,2,0,5,0,0,2.0,,,,,,,,24.0
Trevon Young,2018,DE,Louisville,4,4.78,49.23,,,6,2,0,1,0,0,0.0,76.0,258.0,33.0,25.0,114.0,6.99,4.4,23.0
Matt Pryor,2018,OT,TCU,3,,,,,6,2,0,8,0,2,19.0,,,,,,,,23.0
Equanimeous St. Brown,2018,WR,Notre Dame,2,4.48,44.0,,34.11,6,2,0,7,0,2,8.0,77.0,214.0,,20.0,,,,21.0
Cedrick Wilson Jr.,2018,WR,Boise State,7,4.55,30.0,,85.08,6,2,0,8,0,0,11.0,74.0,197.0,37.0,9.0,121.0,6.89,4.23,22.0
Cornell Armstrong,2018,CB,Southern Miss,10,,,,,6,2,0,8,0,0,3.0,,,,,,,,22.0
Braxton Berrios,2018,WR,Miami (FL),2,,,,51.42,6,2,0,8,0,0,11.0,69.0,184.0,,11.0,,,,22.0
Jordan Thomas,2018,TE,Mississippi State,3,4.74,43.33,,24.48,6,2,0,3,0,1,2.0,77.0,265.0,27.0,16.0,111.0,7.5,4.75,22.0
Greg Senat,2018,OT,Wagner,10,5.38,25.88,,,6,2,0,3,0,0,1.0,78.0,302.0,26.0,19.0,106.0,7.41,4.71,23.0
Colby Gossett,2018,OG,Appalachian State,8,5.2,46.67,,,6,2,0,5,0,0,4.0,77.0,311.0,25.0,32.0,103.0,7.6,4.83,23.0
Peter Kalambayi,2018,LB,Stanford,3,4.57,56.0,,,6,2,0,3,0,0,3.0,75.0,252.0,34.0,19.0,121.0,7.13,4.36,23.0
Bradley Bozeman,2018,C,Alabama,1,,,,,6,2,1,8,0,7,41.0,,,,,,,,23.0
Azeem Victor,2018,LB,Washington,2,4.72,26.0,,,6,2,0,0,0,0,0.0,73.0,240.0,32.5,19.0,115.0,7.2,4.4,22.0
Keishawn Bierria,2018,ILB,Washington,2,4.79,32.31,,,6,2,0,2,0,0,1.0,74.0,230.0,30.5,21.0,117.0,7.26,,23.0
Ade Aruna,2018,DE,Tulane,6,4.6,76.92,,,6,2,0,0,0,0,0.0,78.0,262.0,38.5,18.0,128.0,7.53,4.48,24.0
Danny Etling,2018,QB,LSU,1,4.76,42.5,,53.3,7,2,0,0,0,0,0.0,74.0,222.0,30.5,,114.0,7.09,4.37,24.0
Alex McGough,2018,QB,Florida International,2,,,,66.79,7,2,0,0,0,0,0.0,,,,,,,,22.0
Matthew Adams,2018,LB,Houston,6,,,,,7,2,0,7,0,1,14.0,,,,,,,,22.0
Jermaine Kelly,2018,CB,San Jose State,7,,,,,7,2,0,0,0,0,0.0,,,,,,,,23.0
Jullian Taylor,2018,DT,Temple,6,,,,,7,2,0,2,0,0,1.0,,,,,,,,23.0
Javon Wims,2018,WR,Georgia,1,4.53,34.0,,48.56,7,2,0,5,0,0,1.0,75.0,215.0,33.5,,113.0,7.0,,23.0
Devante Downs,2018,LB,California,4,,,,,7,2,0,3,0,0,6.0,,,,,,,,22.0
David Williams,2018,RB,Arkansas,3,,,,60.79,7,2,0,1,0,0,0.0,,,,,,,,24.0
Quentin Poling,2018,LB,Ohio,8,,,,,7,2,0,2,0,0,0.0,,,,,,,,24.0
Marcell Ateman,2018,WR,Oklahoma State,3,4.62,16.0,,85.06,7,2,0,4,0,0,2.0,76.0,216.0,34.0,13.0,121.0,7.07,4.25,23.0
Jason Sanders,2018,K,New Mexico,7,,,,,7,2,0,7,0,2,23.0,,,,,,,,22.0
Leon Jacobs,2018,OLB,Wisconsin,3,4.48,80.0,,,7,2,0,3,0,1,7.0,75.0,246.0,34.5,26.0,122.0,7.14,4.44,22.0
Travin Howard,2018,OLB,TCU,3,,,,,7,2,0,5,0,0,3.0,,,,,,,,22.0
James Looney,2018,DE,California,4,4.89,32.31,,,7,2,0,1,0,0,0.0,75.0,287.0,35.5,28.0,113.0,7.32,4.37,23.0
Jordan Mailata,2018,OT,,10,,,,,7,2,1,8,0,6,41.0,,,,,,,,21.0
Andre Smith,2018,ILB,North Carolina,3,4.63,56.92,,,7,2,0,6,0,0,6.0,72.0,237.0,,19.0,,,,21.0
Zaire Franklin,2018,LB,Syracuse,4,,,,,7,2,1,8,1,5,40.0,,,,,,,,22.0
Bo Scarbrough,2018,RB,Alabama,1,4.52,46.67,,57.31,7,2,0,3,0,0,2.0,73.0,228.0,40.0,14.0,129.0,,4.34,23.0
Nick Bawden,2018,RB,San Diego State,7,,,,0.0,7,2,0,6,0,0,0.0,74.0,245.0,,,,,,22.0
Zach Sieler,2018,DE,Ferris State,10,,,,,7,2,1,8,0,4,38.0,,,,,,,,23.0
Hunter Bradley,2018,LS,Mississippi State,3,,,,,7,2,0,5,0,0,3.0,,,,,,,,24.0
Richie James,2018,WR,Middle Tenn. State,10,4.48,44.0,,,7,2,0,6,0,1,13.0,70.0,183.0,35.5,6.0,122.0,6.87,4.16,23.0
Greg Stroman,2018,CB,Virginia Tech,3,4.48,37.78,,,7,2,0,7,0,0,4.0,72.0,180.0,33.5,16.0,113.0,,4.45,22.0
Kendrick Norton,2018,DT,Miami (FL),2,5.25,12.5,,,7,2,0,0,0,0,0.0,75.0,314.0,,30.0,,,,21.0
Keion Crossen,2018,CB,Western Carolina,10,,,,,7,2,0,8,0,0,6.0,,,,,,,,22.0
Justin Lawler,2018,DE,SMU,6,,,,,7,2,0,4,0,0,1.0,,,,,,,,23.0
Will Clapp,2018,C,LSU,1,5.39,28.0,,,7,2,0,7,0,1,12.0,76.0,311.0,29.0,25.0,97.0,8.04,4.92,22.0
Joshua Frazier,2018,DT,Alabama,1,,,,,7,2,0,0,0,0,0.0,76.0,321.0,,21.0,,,,22.0
Logan Cooke,2018,P,Mississippi State,3,,,,,7,2,1,8,1,3,19.0,,,,,,,,23.0
Kendall Donnerson,2018,OLB,SE Missouri State,10,,,,,7,2,0,0,0,0,0.0,,,,,,,,22.0
Logan Woodside,2018,QB,Toledo,8,4.79,38.75,,79.76,7,2,0,6,0,0,0.0,73.0,213.0,31.5,,103.0,6.94,4.15,23.0
Ryan Izzo,2018,TE,Florida State,2,4.94,10.0,,35.28,7,2,0,4,0,1,3.0,77.0,256.0,33.0,18.0,110.0,7.15,4.43,22.0
Justin Jackson,2018,RB,Northwestern,5,4.52,46.67,,92.26,7,2,0,5,0,0,12.0,72.0,199.0,38.5,13.0,122.0,6.81,4.07,22.0
Rod Taylor,2018,OG,Ole Miss,3,5.24,41.33,,,7,2,0,0,0,0,0.0,75.0,320.0,30.5,,99.0,,,23.0
Auden Tate,2018,WR,Florida State,2,4.68,4.0,,46.89,7,2,0,4,0,1,5.0,77.0,228.0,31.0,,112.0,,,21.0
Korey Cunningham,2018,OT,Cincinnati,4,,,,,7,2,0,5,0,0,4.0,,,,,,,,23.0
Austin Proehl,2018,WR,North Carolina,3,,,,38.63,7,2,0,0,0,0,0.0,,,,,,,,22.0
Trey Quinn,2018,WR,SMU,6,4.55,30.0,,100.0,7,2,0,3,0,0,2.0,71.0,203.0,33.5,17.0,116.0,6.91,4.19,22.0
Kyler Murray,2019,QB,Oklahoma,2,,,,100.0,1,0,1,7,2,5,71.0,70.0,207.0,,,,,,22.0
Nick Bosa,2019,DE,Ohio State,1,4.79,47.69,,,1,0,1,7,5,5,58.0,76.0,266.0,33.5,29.0,116.0,7.1,4.14,21.0
Quinnen Williams,2019,DT,Alabama,1,4.83,65.0,,,1,0,1,7,4,6,57.0,75.0,303.0,30.5,,112.0,,,21.0
Clelin Ferrell,2019,DE,Clemson,1,,,,,1,0,1,7,0,4,24.0,76.0,264.0,,25.0,,7.26,4.4,22.0
Devin White,2019,LB,LSU,1,4.42,86.0,,,1,0,1,7,1,6,51.0,72.0,237.0,39.5,22.0,118.0,7.07,4.17,21.0
Daniel Jones,2019,QB,Duke,4,4.81,36.25,,71.39,1,0,1,7,0,6,52.0,77.0,221.0,33.5,,120.0,7.0,4.41,22.0
Josh Hines-Allen,2019,LB,Kentucky,4,4.63,44.0,,,1,0,1,7,2,6,45.0,77.0,262.0,,28.0,118.0,7.15,4.23,22.0
T.J. Hockenson,2019,TE,Iowa,3,4.7,50.0,,61.33,1,0,1,7,2,4,33.0,77.0,251.0,37.5,17.0,123.0,7.02,4.18,22.0
Ed Oliver,2019,DT,Houston,6,,,,,1,0,1,7,0,5,43.0,74.0,287.0,36.0,32.0,120.0,,,21.0
Devin Bush Jr.,2019,LB,Michigan,1,4.43,84.0,,,1,0,1,7,0,4,37.0,71.0,234.0,40.5,21.0,124.0,6.93,4.23,21.0
Jonah Williams,2019,OG,Alabama,1,5.12,57.33,,,1,0,1,7,0,5,37.0,76.0,302.0,28.0,23.0,100.0,8.01,4.79,21.0
Rashan Gary,2019,LB,Michigan,1,4.58,54.0,,,1,0,1,7,1,5,36.0,76.0,277.0,38.0,26.0,120.0,7.26,4.29,21.0
Christian Wilkins,2019,DT,Clemson,1,5.04,38.75,,,1,0,1,6,0,5,35.0,75.0,315.0,29.5,28.0,107.0,,4.55,23.0
Chris Lindstrom,2019,OG,Boston College,4,4.91,85.33,,,1,0,1,7,4,6,49.0,76.0,308.0,30.5,25.0,117.0,7.61,4.54,22.0
Dwayne Haskins,2019,QB,Ohio State,1,5.04,7.5,,100.0,1,0,0,2,0,0,4.0,75.0,231.0,28.5,,,,,22.0
Brian Burns,2019,DE,Florida State,2,4.53,87.69,,,1,0,1,7,3,6,53.0,77.0,249.0,36.0,,129.0,7.01,,21.0
Dexter Lawrence,2019,DT,Clemson,1,5.05,37.5,,,1,0,1,7,3,6,55.0,76.0,342.0,,36.0,,,,21.0
Garrett Bradbury,2019,C,NC State,4,4.92,90.67,,,1,0,1,7,0,7,41.0,75.0,306.0,31.0,34.0,104.0,7.41,4.53,24.0
Jeffery Simmons,2019,DT,Mississippi State,3,,,,,1,0,1,7,4,7,62.0,,,,,,,,22.0
Noah Fant,2019,TE,Iowa,3,4.5,83.33,,55.69,1,0,1,7,0,5,26.0,76.0,249.0,39.5,20.0,127.0,6.81,4.22,21.0
Darnell Savage Jr.,2019,S,Maryland,4,4.36,86.67,,,1,0,1,7,0,6,24.0,71.0,198.0,39.5,11.0,126.0,7.03,4.14,22.0
Andre Dillard,2019,OT,Washington State,4,4.96,75.29,,,1,0,0,6,0,1,12.0,77.0,315.0,29.0,24.0,118.0,7.44,4.4,23.0
Tytus Howard,2019,OT,Alabama State,1,5.05,64.71,,,1,0,1,7,0,6,36.0,77.0,322.0,29.5,21.0,103.0,8.34,4.87,23.0
Josh Jacobs,2019,RB,Alabama,1,,,,67.68,1,0,1,7,3,7,57.0,70.0,220.0,,,,,,21.0
Marquise Brown,2019,WR,Oklahoma,2,,,,97.94,1,0,1,7,0,4,39.0,69.0,166.0,,,,,,22.0
Montez Sweat,2019,DE,Mississippi State,3,4.41,100.0,,,1,0,1,7,1,6,48.0,78.0,260.0,36.0,21.0,125.0,7.0,4.29,23.0
Johnathan Abram,2019,S,Mississippi State,3,4.45,66.67,,,1,0,0,6,0,2,13.0,71.0,205.0,,,116.0,,,22.0
Jerry Tillery,2019,DT,Notre Dame,2,4.93,52.5,,,1,0,0,7,0,2,26.0,78.0,295.0,32.0,23.0,115.0,7.45,4.33,22.0
L.J. Collier,2019,DE,TCU,3,4.91,29.23,,,1,0,0,7,0,2,16.0,74.0,283.0,30.0,25.0,118.0,7.71,4.78,23.0
Deandre Baker,2019,CB,Georgia,1,4.52,28.89,,,1,0,0,3,0,1,6.0,71.0,193.0,,14.0,118.0,,,22.0
Kaleb McGary,2019,OT,Washington,2,5.05,64.71,,,1,0,1,6,0,6,39.0,79.0,317.0,33.5,23.0,111.0,7.66,4.58,24.0
N'Keal Harry,2019,WR,Arizona State,3,4.53,34.0,,100.0,1,0,0,5,0,1,7.0,74.0,228.0,38.5,27.0,122.0,,,21.0
Byron Murphy,2019,CB,Washington,2,4.55,22.22,,,2,0,1,7,1,6,40.0,71.0,190.0,36.5,14.0,120.0,,,21.0
Rock Ya-Sin,2019,CB,Temple,6,4.51,31.11,,,2,0,0,7,0,1,17.0,72.0,192.0,39.5,18.0,120.0,7.31,4.31,23.0
Jawaan Taylor,2019,OT,Florida,2,,,,,2,0,1,7,0,7,42.0,77.0,312.0,,24.0,,,,21.0
Deebo Samuel,2019,WR,South Carolina,3,4.48,44.0,,87.81,2,0,1,7,1,6,52.0,71.0,214.0,39.0,15.0,122.0,7.03,4.14,23.0
Greg Little,2019,OT,Ole Miss,3,5.33,31.76,,,2,0,0,4,0,0,8.0,77.0,310.0,25.0,,113.0,,4.74,21.0
Cody Ford,2019,OT,Oklahoma,2,5.21,45.88,,,2,0,0,7,0,1,22.0,76.0,329.0,28.5,19.0,104.0,8.27,4.87,22.0
Sean Murphy-Bunting,2019,CB,Central Michigan,8,4.42,51.11,,,2,0,1,6,0,3,24.0,72.0,195.0,41.5,14.0,126.0,,,22.0
Trayvon Mullen,2019,CB,Clemson,1,4.46,42.22,,,2,0,0,4,0,2,11.0,73.0,199.0,34.5,,123.0,,,21.0
Dalton Risner,2019,OT,Kansas State,4,5.3,35.29,,,2,0,1,7,0,6,30.0,77.0,312.0,28.5,23.0,110.0,7.69,4.52,24.0
Drew Lock,2019,QB,Missouri,4,4.69,51.25,,85.98,2,0,0,7,0,1,14.0,76.0,228.0,31.0,,112.0,7.03,4.12,22.0
Jahlani Tavai,2019,LB,Hawaii,7,,,,,2,0,1,7,0,4,34.0,74.0,250.0,,,,,,22.0
Elgton Jenkins,2019,C,Mississippi State,3,,,,,2,0,1,7,2,6,48.0,76.0,310.0,28.0,29.0,109.0,7.77,4.62,23.0
Joejuan Williams,2019,CB,Vanderbilt,4,4.64,2.22,,,2,0,0,5,0,0,3.0,76.0,211.0,,17.0,,,,21.0
Greedy Williams,2019,CB,LSU,1,4.37,62.22,,,2,0,0,4,0,1,8.0,74.0,185.0,,,,,,21.0
Marquise Blair,2019,S,Utah,3,4.48,60.0,,,2,0,0,6,0,0,2.0,73.0,195.0,35.0,,125.0,,,22.0
Erik McCoy,2019,C,Texas A&M,2,4.89,94.67,,,2,0,1,7,2,5,35.0,76.0,303.0,31.0,29.0,107.0,8.28,4.62,22.0
Ben Banogu,2019,LB,TCU,3,4.62,46.0,,,2,0,0,4,0,0,4.0,75.0,250.0,40.0,23.0,134.0,7.02,4.27,23.0
Irv Smith Jr.,2019,TE,Alabama,1,4.63,61.67,,54.8,2,0,0,6,0,0,9.0,74.0,242.0,32.5,19.0,110.0,7.32,4.33,21.0
A.J. Brown,2019,WR,Ole Miss,3,4.49,42.0,,100.0,2,0,1,7,3,7,73.0,72.0,226.0,36.5,19.0,120.0,,,22.0
Drew Sample,2019,TE,Washington,2,4.71,48.33,,22.18,2,0,1,7,0,4,7.0,77.0,255.0,33.5,,115.0,7.15,4.31,23.0
Miles Sanders,2019,RB,Penn State,2,4.49,51.67,,92.35,2,0,1,7,1,4,34.0,71.0,211.0,36.0,20.0,124.0,6.89,4.19,22.0
Lonnie Johnson Jr.,2019,CB,Kentucky,4,4.52,28.89,,,2,0,0,7,0,0,11.0,74.0,213.0,38.0,15.0,129.0,7.01,4.1,23.0
Max Scharping,2019,OT,Northern Illinois,8,,,,,2,0,1,6,0,3,18.0,78.0,327.0,28.0,27.0,108.0,7.77,4.69,23.0
Mecole Hardman,2019,WR,Georgia,1,4.33,74.0,,42.0,2,0,1,7,1,0,23.0,70.0,187.0,36.5,17.0,119.0,,,21.0
JJ Arcega-Whiteside,2019,WR,Stanford,3,,,,100.0,2,0,0,3,0,0,2.0,74.0,225.0,,,,,,22.0
Trysten Hill,2019,DT,UCF,4,5.04,38.75,,,2,0,0,6,0,0,5.0,75.0,308.0,35.0,28.0,115.0,7.7,4.38,21.0
Parris Campbell,2019,WR,Ohio State,1,4.31,78.0,,100.0,2,0,0,7,0,1,9.0,72.0,205.0,40.0,11.0,135.0,,4.03,22.0
Nasir Adderley,2019,S,Delaware,9,,,,,2,0,1,4,0,3,13.0,72.0,206.0,,,,,,22.0
Taylor Rapp,2019,S,Washington,2,,,,,2,0,1,7,0,4,25.0,72.0,208.0,35.0,17.0,115.0,6.82,3.99,21.0
Andy Isabella,2019,WR,Massachusetts,10,4.31,78.0,,100.0,2,0,0,5,0,0,4.0,69.0,188.0,36.5,15.0,121.0,6.95,4.15,22.0
Juan Thornhill,2019,S,Virginia,4,4.42,73.33,,,2,0,1,7,0,5,24.0,72.0,205.0,44.0,21.0,141.0,,,23.0
D.K. Metcalf,2019,WR,Ole Miss,3,4.33,74.0,,96.68,2,0,1,7,2,7,57.0,75.0,228.0,40.5,27.0,134.0,7.38,4.5,21.0
Zach Allen,2019,DE,Boston College,4,5.0,15.38,,,3,1,1,7,1,6,52.0,76.0,281.0,32.0,24.0,112.0,7.34,4.36,22.0
Diontae Johnson,2019,WR,Toledo,8,4.53,34.0,,71.67,3,1,1,6,1,5,35.0,70.0,183.0,33.5,15.0,123.0,7.09,4.45,23.0
Jalen Hurd,2019,WR,Baylor,3,,,,100.0,3,1,0,0,0,0,0.0,77.0,226.0,,23.0,,,,23.0
Jachai Polite,2019,LB,Florida,2,4.84,2.0,,,3,1,0,2,0,0,1.0,75.0,258.0,32.0,,,,,22.0
Josh Oliver,2019,TE,San Jose State,7,4.63,61.67,,60.98,3,1,1,7,0,3,7.0,77.0,249.0,34.0,22.0,117.0,7.21,4.47,22.0
Darrell Henderson,2019,RB,Memphis,6,4.49,51.67,,100.0,3,1,0,5,0,1,15.0,68.0,208.0,33.5,22.0,121.0,,,22.0
Dre'Mont Jones,2019,DT,Ohio State,1,5.12,28.75,,,3,1,1,7,0,5,33.0,75.0,281.0,31.5,,110.0,7.71,4.53,22.0
Germaine Pratt,2019,LB,NC State,4,4.57,56.0,,,3,1,1,7,0,7,45.0,74.0,240.0,32.5,24.0,116.0,,,23.0
David Montgomery,2019,RB,Iowa State,4,4.63,28.33,,100.0,3,1,1,7,0,5,49.0,70.0,222.0,28.5,15.0,121.0,,,22.0
Devin Singletary,2019,RB,Florida Atlantic,2,4.66,23.33,,100.0,3,1,1,7,0,5,39.0,67.0,203.0,35.0,15.0,117.0,7.32,4.4,22.0
Jace Sternberger,2019,TE,Texas A&M,2,4.75,41.67,,87.06,3,1,0,2,0,0,1.0,76.0,251.0,31.5,17.0,113.0,7.19,4.31,23.0
Terry McLaurin,2019,WR,Ohio State,1,4.35,70.0,,73.93,3,1,1,7,2,7,51.0,72.0,208.0,37.5,18.0,125.0,7.01,4.15,23.0
Chase Winovich,2019,DE,Michigan,1,4.59,78.46,,,3,1,0,5,0,0,11.0,75.0,256.0,30.5,18.0,116.0,6.94,4.11,24.0
Michael Deiter,2019,OG,Wisconsin,3,5.23,42.67,,,3,1,0,7,0,2,16.0,77.0,309.0,28.0,21.0,105.0,7.88,4.81,23.0
David Long,2019,CB,Michigan,1,4.45,44.44,,,3,1,0,7,0,0,7.0,71.0,196.0,39.5,15.0,120.0,6.45,3.97,21.0
Sione Takitaki,2019,LB,BYU,5,4.63,44.0,,,3,1,0,7,0,1,19.0,73.0,238.0,37.0,24.0,125.0,7.21,4.28,24.0
Will Harris,2019,S,Boston College,4,4.41,75.56,,,3,1,1,7,0,4,18.0,73.0,207.0,36.5,20.0,123.0,6.91,4.12,23.0
Nate Davis,2019,OG,Charlotte,10,5.23,42.67,,,3,1,1,6,0,5,27.0,75.0,316.0,26.0,23.0,107.0,7.94,4.83,22.0
Justin Layne,2019,CB,Michigan State,3,4.5,33.33,,,3,1,0,4,0,0,3.0,74.0,192.0,37.5,,134.0,6.9,4.09,21.0
